time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT
8.3117,0.7375,-0.8283,-0.9588,0.1982,2.7171,0.6224
8.3133,0.7395,-0.8279,-0.9542,0.1837,2.699,0.6191
8.315,0.7421,-0.8273,-0.949,0.1692,2.6764,0.6108
8.3167,0.7453,-0.8264,-0.9433,0.1547,2.6495,0.5977
8.3183,0.7488,-0.8254,-0.9373,0.1403,2.6187,0.5803
8.32,0.7526,-0.8243,-0.9309,0.1263,2.5844,0.5588
8.3217,0.7565,-0.8232,-0.9244,0.1128,2.5473,0.5337
8.3233,0.7604,-0.8221,-0.9178,0.0998,2.5077,0.5056
8.325,0.764,-0.821,-0.9113,0.0875,2.4665,0.4748
8.3267,0.7673,-0.8201,-0.9051,0.076,2.4242,0.442
8.3283,0.7702,-0.8192,-0.8994,0.0654,2.3814,0.4077
8.33,0.7725,-0.8184,-0.8943,0.0557,2.339,0.3725
8.3317,0.774,-0.8176,-0.89,0.0469,2.2974,0.3369
8.3333,0.7748,-0.8169,-0.8866,0.0391,2.2575,0.3015
8.335,0.7749,-0.8162,-0.8844,0.0323,2.2196,0.2668
8.3367,0.774,-0.8154,-0.8833,0.0265,2.1845,0.2333
8.3383,0.7724,-0.8145,-0.8836,0.0216,2.1525,0.2014
8.34,0.7699,-0.8134,-0.8851,0.0176,2.1241,0.1716
8.3417,0.7667,-0.8121,-0.888,0.0144,2.0995,0.1443
8.3433,0.7628,-0.8105,-0.8923,0.012,2.079,0.1198
8.345,0.7584,-0.8086,-0.8978,0.0103,2.0627,0.0983
8.3467,0.7535,-0.8062,-0.9045,0.0092,2.0506,0.08
8.3483,0.7482,-0.8035,-0.9122,0.0087,2.0428,0.0651
8.35,0.7428,-0.8003,-0.9209,0.0086,2.0391,0.0535
8.3517,0.7374,-0.7966,-0.9304,0.009,2.0391,0.0455
8.3533,0.732,-0.7925,-0.9404,0.0098,2.0427,0.0407
8.355,0.7269,-0.7879,-0.9508,0.0109,2.0494,0.0392
8.3567,0.7221,-0.7829,-0.9614,0.0124,2.0587,0.0408
8.3583,0.7179,-0.7774,-0.972,0.0141,2.0701,0.0451
8.36,0.7143,-0.7715,-0.9823,0.0161,2.0832,0.0521
8.3617,0.7114,-0.7654,-0.9923,0.0183,2.0973,0.0612
8.3633,0.7092,-0.7589,-1.0016,0.0207,2.1118,0.0723
8.365,0.708,-0.7523,-1.0102,0.0233,2.1262,0.0849
8.3667,0.7077,-0.7455,-1.0178,0.026,2.14,0.0988
8.3683,0.7084,-0.7387,-1.0245,0.0289,2.1526,0.1135
8.37,0.7101,-0.7319,-1.03,0.0318,2.1637,0.1287
8.3717,0.7128,-0.7253,-1.0344,0.0348,2.1728,0.1439
8.3733,0.7166,-0.7188,-1.0376,0.0378,2.1798,0.1589
8.375,0.7215,-0.7126,-1.0397,0.0407,2.1844,0.1733
8.3767,0.7273,-0.7067,-1.0406,0.0436,2.1865,0.1867
8.3783,0.7342,-0.7013,-1.0405,0.0464,2.1862,0.1989
8.38,0.742,-0.6964,-1.0393,0.049,2.1834,0.2096
8.3817,0.7507,-0.692,-1.0373,0.0516,2.1784,0.2186
8.3833,0.7602,-0.6883,-1.0346,0.0539,2.1713,0.2257
8.385,0.7703,-0.6854,-1.0312,0.0562,2.1625,0.2306
8.3867,0.7809,-0.6831,-1.0274,0.0584,2.1522,0.2334
8.3883,0.792,-0.6817,-1.0234,0.0605,2.1408,0.2338
8.39,0.8032,-0.6812,-1.0191,0.0626,2.1285,0.232
8.3917,0.8145,-0.6815,-1.0149,0.0647,2.1158,0.2279
8.3933,0.8255,-0.6828,-1.0109,0.0668,2.1028,0.2215
8.395,0.8361,-0.685,-1.0071,0.0691,2.09,0.213
8.3967,0.8461,-0.6881,-1.0037,0.0716,2.0776,0.2024
8.3983,0.8553,-0.6921,-1.0008,0.0744,2.0658,0.1899
8.4,0.8634,-0.6971,-0.9985,0.0774,2.0549,0.1756
8.4017,0.8702,-0.7029,-0.9967,0.0807,2.0449,0.1599
8.4033,0.8755,-0.7097,-0.9955,0.0843,2.0361,0.1428
8.405,0.8793,-0.7172,-0.9949,0.0883,2.0284,0.1246
8.4067,0.8814,-0.7255,-0.9948,0.0926,2.0219,0.1055
8.4083,0.8817,-0.7344,-0.9951,0.0972,2.0167,0.0859
8.41,0.8803,-0.744,-0.9959,0.102,2.0126,0.0659
8.4117,0.877,-0.7541,-0.9969,0.1071,2.0095,0.0458
8.4133,0.872,-0.7647,-0.9982,0.1123,2.0074,0.0259
8.415,0.8654,-0.7755,-0.9994,0.1175,2.0062,0.0064
8.4167,0.8573,-0.7866,-1.0007,0.1227,2.0057,-0.0126
8.4183,0.8478,-0.7978,-1.0017,0.1277,2.0058,-0.0307
8.42,0.8371,-0.8089,-1.0025,0.1324,2.0064,-0.0478
8.4217,0.8255,-0.8199,-1.0028,0.1367,2.0074,-0.0636
8.4233,0.8131,-0.8305,-1.0027,0.1403,2.0089,-0.0781
8.425,0.8002,-0.8407,-1.002,0.1432,2.0107,-0.091
8.4267,0.787,-0.8503,-1.0008,0.1452,2.013,-0.1023
8.4283,0.7736,-0.8592,-0.9989,0.1462,2.0157,-0.1117
8.43,0.7602,-0.8673,-0.9964,0.1462,2.019,-0.1191
8.4317,0.7471,-0.8745,-0.9933,0.1449,2.023,-0.1245
8.4333,0.7343,-0.8806,-0.9896,0.1425,2.0278,-0.1278
8.435,0.7219,-0.8857,-0.9853,0.1389,2.0336,-0.129
8.4367,0.7102,-0.8897,-0.9806,0.134,2.0404,-0.1278
8.4383,0.6991,-0.8926,-0.9754,0.1281,2.0484,-0.1245
8.44,0.6887,-0.8944,-0.9698,0.1211,2.0579,-0.1189
8.4417,0.6791,-0.895,-0.9639,0.1133,2.0688,-0.1111
8.4433,0.6703,-0.8946,-0.9577,0.1047,2.0812,-0.1011
8.445,0.6622,-0.8932,-0.9514,0.0957,2.0954,-0.0892
8.4467,0.6549,-0.8908,-0.945,0.0865,2.1111,-0.0753
8.4483,0.6485,-0.8877,-0.9385,0.0772,2.1285,-0.0596
8.45,0.6427,-0.8838,-0.9321,0.0681,2.1475,-0.0424
8.4517,0.6377,-0.8793,-0.9257,0.0595,2.1678,-0.0238
8.4533,0.6333,-0.8743,-0.9194,0.0516,2.1894,-0.0041
8.455,0.6295,-0.8689,-0.9133,0.0447,2.2118,0.0166
8.4567,0.6264,-0.8632,-0.9074,0.0388,2.2349,0.0379
8.4583,0.6237,-0.8574,-0.9018,0.0342,2.2581,0.0596
8.46,0.6215,-0.8514,-0.8964,0.031,2.281,0.0815
8.4617,0.6197,-0.8455,-0.8914,0.0292,2.303,0.1032
8.4633,0.6182,-0.8396,-0.8867,0.0288,2.3238,0.1246
8.465,0.617,-0.8338,-0.8823,0.03,2.3427,0.1455
8.4667,0.6161,-0.8281,-0.8783,0.0325,2.3593,0.1656
8.4683,0.6153,-0.8226,-0.8747,0.0364,2.3731,0.1849
8.47,0.6146,-0.8173,-0.8715,0.0414,2.3836,0.2031
8.4717,0.614,-0.8123,-0.8686,0.0475,2.3905,0.2204
8.4733,0.6134,-0.8074,-0.8661,0.0545,2.3936,0.2365
8.475,0.6128,-0.8028,-0.864,0.0622,2.3927,0.2516
8.4767,0.6122,-0.7985,-0.8621,0.0704,2.3876,0.2657
8.4783,0.6115,-0.7944,-0.8606,0.079,2.3786,0.2787
8.48,0.6108,-0.7906,-0.8594,0.0879,2.3657,0.2908
8.4817,0.61,-0.7871,-0.8584,0.0968,2.3491,0.3021
8.4833,0.6092,-0.7839,-0.8578,0.1057,2.3293,0.3126
8.485,0.6082,-0.781,-0.8574,0.1145,2.3066,0.3226
8.4867,0.6072,-0.7785,-0.8573,0.123,2.2816,0.3319
8.4883,0.6061,-0.7764,-0.8575,0.1313,2.2548,0.3409
8.49,0.605,-0.7748,-0.8581,0.1393,2.2268,0.3494
8.4917,0.6037,-0.7736,-0.8591,0.1468,2.1983,0.3576
8.4933,0.6024,-0.7729,-0.8606,0.154,2.1699,0.3655
8.495,0.6011,-0.7728,-0.8625,0.1607,2.1423,0.3732
8.4967,0.5997,-0.7732,-0.865,0.1669,2.1159,0.3806
8.4983,0.5982,-0.7742,-0.8681,0.1727,2.0915,0.3876
8.5,0.5967,-0.7757,-0.8718,0.1779,2.0693,0.3944
8.5017,0.5952,-0.7778,-0.8761,0.1826,2.05,0.4007
8.5033,0.5936,-0.7804,-0.881,0.1866,2.0337,0.4066
8.505,0.592,-0.7834,-0.8866,0.1899,2.0207,0.4118
8.5067,0.5904,-0.787,-0.8927,0.1925,2.011,0.4163
8.5083,0.5888,-0.7909,-0.8994,0.1942,2.0048,0.4201
8.51,0.5873,-0.7951,-0.9064,0.1951,2.0018,0.4228
8.5117,0.5858,-0.7997,-0.9139,0.1949,2.0021,0.4245
8.5133,0.5844,-0.8044,-0.9215,0.1937,2.0052,0.425
8.515,0.5832,-0.8092,-0.9293,0.1913,2.0109,0.4241
8.5167,0.5821,-0.814,-0.937,0.1877,2.0188,0.4219
8.5183,0.5812,-0.8187,-0.9446,0.1829,2.0285,0.4181
8.52,0.5806,-0.8234,-0.9519,0.1769,2.0396,0.4127
8.5217,0.5803,-0.8278,-0.9587,0.1695,2.0516,0.4056
8.5233,0.5802,-0.832,-0.9651,0.1609,2.0641,0.3968
8.525,0.5805,-0.8358,-0.9707,0.1512,2.0767,0.3864
8.5267,0.581,-0.8392,-0.9757,0.1403,2.089,0.3743
8.5283,0.5819,-0.8422,-0.9798,0.1283,2.1005,0.3605
8.53,0.5831,-0.8447,-0.9831,0.1155,2.111,0.3452
8.5317,0.5845,-0.8466,-0.9855,0.102,2.1201,0.3285
8.5333,0.5861,-0.848,-0.9871,0.0879,2.1276,0.3105
8.535,0.588,-0.8488,-0.9879,0.0734,2.1333,0.2913
8.5367,0.5899,-0.8491,-0.9879,0.0587,2.1372,0.2711
8.5383,0.5919,-0.8488,-0.9873,0.0441,2.1391,0.2502
8.54,0.5939,-0.8479,-0.9861,0.0297,2.1391,0.2287
8.5417,0.5959,-0.8465,-0.9844,0.0158,2.1372,0.2069
8.5433,0.5977,-0.8446,-0.9824,0.0027,2.1337,0.1849
8.545,0.5993,-0.8422,-0.9802,-0.0096,2.1285,0.163
8.5467,0.6008,-0.8393,-0.978,-0.0207,2.1221,0.1414
8.5483,0.602,-0.836,-0.9758,-0.0305,2.1146,0.1202
8.55,0.6029,-0.8323,-0.9737,-0.0389,2.1064,0.0998
8.5517,0.6035,-0.8283,-0.972,-0.0457,2.0976,0.0802
8.5533,0.6039,-0.824,-0.9706,-0.0508,2.0888,0.0615
8.555,0.604,-0.8194,-0.9697,-0.0541,2.08,0.044
8.5567,0.6039,-0.8147,-0.9693,-0.0556,2.0717,0.0277
8.5583,0.6036,-0.8097,-0.9695,-0.0553,2.0641,0.0127
8.56,0.6031,-0.8048,-0.9703,-0.0532,2.0575,-0.001
8.5617,0.6026,-0.7997,-0.9717,-0.0493,2.0519,-0.0133
8.5633,0.6022,-0.7947,-0.9737,-0.0438,2.0476,-0.0243
8.565,0.6018,-0.7899,-0.9762,-0.0367,2.0446,-0.034
8.5667,0.6016,-0.7851,-0.9794,-0.0281,2.043,-0.0423
8.5683,0.6016,-0.7806,-0.9829,-0.0182,2.0429,-0.0493
8.57,0.602,-0.7764,-0.9869,-0.0072,2.0441,-0.0552
8.5717,0.6029,-0.7725,-0.9913,0.0048,2.0466,-0.0598
8.5733,0.6043,-0.769,-0.9958,0.0176,2.0502,-0.0634
8.575,0.6064,-0.7658,-1.0005,0.0311,2.055,-0.0659
8.5767,0.6091,-0.7632,-1.0052,0.045,2.0607,-0.0675
8.5783,0.6125,-0.7609,-1.0099,0.0591,2.0672,-0.0682
8.58,0.6167,-0.7592,-1.0144,0.0733,2.0743,-0.068
8.5817,0.6217,-0.7579,-1.0187,0.0874,2.0821,-0.0669
8.5833,0.6273,-0.7571,-1.0228,0.1011,2.0902,-0.0651
8.585,0.6337,-0.7568,-1.0267,0.1144,2.0987,-0.0624
8.5867,0.6406,-0.7569,-1.0302,0.1271,2.1073,-0.059
8.5883,0.648,-0.7575,-1.0336,0.139,2.1162,-0.0548
8.59,0.6557,-0.7585,-1.0367,0.15,2.1252,-0.0498
8.5917,0.6636,-0.7599,-1.0397,0.1599,2.1342,-0.0439
8.5933,0.6714,-0.7616,-1.0427,0.1688,2.1432,-0.0372
8.595,0.679,-0.7637,-1.0458,0.1765,2.1523,-0.0296
8.5967,0.6861,-0.7662,-1.0491,0.1829,2.1613,-0.0211
8.5983,0.6925,-0.7689,-1.0526,0.188,2.1703,-0.0118
8.6,0.6981,-0.7719,-1.0565,0.1919,2.1793,-0.0015
8.6017,0.7025,-0.7751,-1.0609,0.1944,2.1882,0.0095
8.6033,0.7056,-0.7785,-1.0659,0.1957,2.197,0.0214
8.605,0.7073,-0.782,-1.0714,0.1957,2.2057,0.034
8.6067,0.7074,-0.7856,-1.0776,0.1945,2.2143,0.0471
8.6083,0.7058,-0.7893,-1.0843,0.1921,2.2227,0.0607
8.61,0.7025,-0.793,-1.0916,0.1886,2.2309,0.0745
8.6117,0.6976,-0.7967,-1.0994,0.1841,2.2389,0.0884
8.6133,0.691,-0.8003,-1.1076,0.1787,2.2466,0.1022
8.615,0.6828,-0.8038,-1.116,0.1723,2.254,0.1156
8.6167,0.6732,-0.8072,-1.1245,0.1652,2.2611,0.1284
8.6183,0.6624,-0.8104,-1.133,0.1573,2.2679,0.1403
8.62,0.6505,-0.8133,-1.1411,0.1488,2.2743,0.1512
8.6217,0.6378,-0.8159,-1.1488,0.1397,2.2803,0.1607
8.6233,0.6245,-0.8182,-1.1559,0.1302,2.2858,0.1688
8.625,0.611,-0.8202,-1.1621,0.1201,2.2909,0.1752
8.6267,0.5974,-0.8217,-1.1673,0.1097,2.2954,0.1799
8.6283,0.5841,-0.8229,-1.1713,0.099,2.2993,0.1827
8.63,0.5712,-0.8236,-1.1741,0.088,2.3025,0.1837
8.6317,0.5591,-0.8239,-1.1754,0.0768,2.3049,0.1827
8.6333,0.5479,-0.8237,-1.1753,0.0654,2.3064,0.1799
8.635,0.5378,-0.823,-1.1737,0.054,2.3069,0.1754
8.6367,0.5291,-0.8219,-1.1705,0.0425,2.3063,0.1692
8.6383,0.5218,-0.8204,-1.1659,0.0312,2.3046,0.1616
8.64,0.516,-0.8183,-1.1599,0.0201,2.3017,0.1527
8.6417,0.5119,-0.8159,-1.1526,0.0093,2.2975,0.1428
8.6433,0.5095,-0.813,-1.1441,-0.0011,2.2919,0.1321
8.645,0.5087,-0.8098,-1.1345,-0.0108,2.2851,0.1209
8.6467,0.5097,-0.8062,-1.124,-0.0198,2.2769,0.1094
8.6483,0.5124,-0.8022,-1.1129,-0.0278,2.2674,0.098
8.65,0.5166,-0.798,-1.1012,-0.0346,2.2567,0.087
8.6517,0.5225,-0.7935,-1.0892,-0.0402,2.2449,0.0767
8.6533,0.5298,-0.7888,-1.0772,-0.0444,2.232,0.0673
8.655,0.5385,-0.784,-1.0652,-0.047,2.2182,0.0592
8.6567,0.5485,-0.7792,-1.0535,-0.0479,2.2036,0.0525
8.6583,0.5596,-0.7744,-1.0423,-0.047,2.1883,0.0476
8.66,0.5717,-0.7696,-1.0318,-0.0442,2.1726,0.0447
8.6617,0.5847,-0.765,-1.0221,-0.0395,2.1566,0.0438
8.6633,0.5985,-0.7606,-1.0133,-0.0329,2.1404,0.0453
8.665,0.6128,-0.7565,-1.0056,-0.0244,2.1241,0.0492
8.6667,0.6275,-0.7527,-0.999,-0.0141,2.1079,0.0556
8.6683,0.6425,-0.7493,-0.9936,-0.0022,2.0919,0.0646
8.67,0.6576,-0.7464,-0.9894,0.0113,2.0761,0.0761
8.6717,0.6726,-0.7439,-0.9865,0.0261,2.0606,0.0901
8.6733,0.6873,-0.7419,-0.9849,0.042,2.0455,0.1066
8.675,0.7016,-0.7403,-0.9846,0.0589,2.0307,0.1253
8.6767,0.7153,-0.7393,-0.9854,0.0764,2.0163,0.1463
8.6783,0.7284,-0.7388,-0.9874,0.0943,2.0023,0.1692
8.68,0.7405,-0.7387,-0.9905,0.1122,1.9886,0.1938
8.6817,0.7517,-0.7391,-0.9946,0.13,1.9754,0.2198
8.6833,0.7618,-0.7398,-0.9996,0.1473,1.9625,0.247
8.685,0.7707,-0.741,-1.0054,0.1638,1.9501,0.275
8.6867,0.7783,-0.7425,-1.0119,0.1793,1.9382,0.3035
8.6883,0.7846,-0.7444,-1.019,0.1936,1.927,0.3322
8.69,0.7894,-0.7464,-1.0266,0.2063,1.9165,0.3607
8.6917,0.7928,-0.7488,-1.0346,0.2173,1.9069,0.3886
8.6933,0.7947,-0.7513,-1.0429,0.2265,1.8984,0.4157
8.695,0.795,-0.7539,-1.0514,0.2338,1.8912,0.4416
8.6967,0.7938,-0.7566,-1.0601,0.2389,1.8854,0.466
8.6983,0.7912,-0.7594,-1.0689,0.242,1.8812,0.4887
8.7,0.787,-0.7622,-1.0778,0.2431,1.8788,0.5094
8.7017,0.7815,-0.7649,-1.0867,0.2421,1.8784,0.528
8.7033,0.7746,-0.7676,-1.0956,0.2391,1.8802,0.5443
8.705,0.7664,-0.7701,-1.1044,0.2345,1.8842,0.5581
8.7067,0.7571,-0.7724,-1.113,0.2282,1.8905,0.5693
8.7083,0.7468,-0.7745,-1.1214,0.2205,1.8993,0.5779
8.71,0.7356,-0.7764,-1.1296,0.2117,1.9104,0.5838
8.7117,0.7237,-0.7779,-1.1374,0.202,1.9239,0.587
8.7133,0.7113,-0.779,-1.1448,0.1916,1.9396,0.5876
8.715,0.6985,-0.7798,-1.1517,0.1809,1.9573,0.5857
8.7167,0.6856,-0.7802,-1.158,0.1701,1.9769,0.5813
8.7183,0.6727,-0.7801,-1.1636,0.1595,1.9979,0.5745
8.72,0.6601,-0.7796,-1.1684,0.1493,2.02,0.5654
8.7217,0.648,-0.7787,-1.1723,0.1398,2.0428,0.5543
8.7233,0.6366,-0.7774,-1.1754,0.131,2.0657,0.5413
8.725,0.6261,-0.7757,-1.1775,0.1232,2.0884,0.5266
8.7267,0.6167,-0.7736,-1.1785,0.1164,2.1101,0.5103
8.7283,0.6087,-0.7713,-1.1786,0.1107,2.1305,0.4926
8.73,0.602,-0.7687,-1.1776,0.1062,2.149,0.4738
8.7317,0.597,-0.7659,-1.1757,0.1027,2.1651,0.454
8.7333,0.5937,-0.7631,-1.1727,0.1002,2.1784,0.4335
8.735,0.5922,-0.7602,-1.1689,0.0986,2.1887,0.4123
8.7367,0.5925,-0.7574,-1.1643,0.0978,2.1956,0.3907
8.7383,0.5946,-0.7548,-1.159,0.0975,2.199,0.3687
8.74,0.5985,-0.7524,-1.1531,0.0977,2.199,0.3467
8.7417,0.6041,-0.7504,-1.1467,0.098,2.1957,0.3246
8.7433,0.6113,-0.7488,-1.1401,0.0984,2.1892,0.3027
8.745,0.62,-0.7476,-1.1332,0.0986,2.18,0.2809
8.7467,0.6299,-0.747,-1.1263,0.0984,2.1685,0.2593
8.7483,0.6408,-0.7471,-1.1195,0.0978,2.1551,0.238
8.75,0.6526,-0.7477,-1.1128,0.0965,2.1405,0.2171
8.7517,0.6649,-0.749,-1.1064,0.0945,2.1252,0.1965
8.7533,0.6775,-0.7509,-1.1004,0.0917,2.1099,0.1763
8.755,0.6902,-0.7536,-1.0947,0.0881,2.0951,0.1566
8.7567,0.7026,-0.7568,-1.0894,0.0836,2.0815,0.1374
8.7583,0.7147,-0.7606,-1.0847,0.0783,2.0696,0.1189
8.76,0.7261,-0.7649,-1.0803,0.0723,2.0598,0.1011
8.7617,0.7367,-0.7698,-1.0765,0.0655,2.0525,0.0841
8.7633,0.7464,-0.775,-1.0732,0.0582,2.0481,0.0681
8.765,0.7549,-0.7805,-1.0703,0.0505,2.0466,0.0534
8.7667,0.7623,-0.7863,-1.0678,0.0425,2.0483,0.04
8.7683,0.7683,-0.7922,-1.0658,0.0344,2.0531,0.0282
8.77,0.7731,-0.7982,-1.0642,0.0264,2.0609,0.0181
8.7717,0.7766,-0.8042,-1.0629,0.0187,2.0714,0.01
8.7733,0.7789,-0.81,-1.062,0.0115,2.0845,0.0039
8.775,0.7798,-0.8157,-1.0615,0.0049,2.0998,0.0002
8.7767,0.7796,-0.8211,-1.0613,-0.0009,2.1168,-0.0013
8.7783,0.7783,-0.8261,-1.0614,-0.0057,2.1351,-0.0003
8.78,0.7759,-0.8308,-1.0617,-0.0094,2.1543,0.0031
8.7817,0.7727,-0.835,-1.0623,-0.012,2.1739,0.0089
8.7833,0.7686,-0.8387,-1.0631,-0.0132,2.1933,0.017
8.785,0.7637,-0.8419,-1.0641,-0.013,2.2122,0.0275
8.7867,0.7583,-0.8445,-1.0653,-0.0115,2.23,0.04
8.7883,0.7524,-0.8465,-1.0666,-0.0087,2.2466,0.0543
8.79,0.7461,-0.8478,-1.0681,-0.0044,2.2614,0.0703
8.7917,0.7395,-0.8486,-1.0697,0.0011,2.2744,0.0876
8.7933,0.7328,-0.8486,-1.0713,0.0078,2.2853,0.1059
8.795,0.7261,-0.8481,-1.073,0.0157,2.2941,0.1249
8.7967,0.7195,-0.8469,-1.0747,0.0246,2.3007,0.1441
8.7983,0.7131,-0.8452,-1.0762,0.0344,2.3052,0.1632
8.8,0.7071,-0.8428,-1.0777,0.0451,2.3076,0.1818
8.8017,0.7016,-0.84,-1.0789,0.0564,2.3081,0.1994
8.8033,0.6967,-0.8366,-1.0798,0.0682,2.3069,0.2158
8.805,0.6925,-0.8328,-1.0803,0.0805,2.3041,0.2304
8.8067,0.6891,-0.8287,-1.0803,0.0932,2.3,0.2431
8.8083,0.6867,-0.8242,-1.0798,0.1061,2.2947,0.2536
8.81,0.6854,-0.8195,-1.0786,0.1191,2.2885,0.2616
8.8117,0.6851,-0.8147,-1.0767,0.1323,2.2815,0.267
8.8133,0.6859,-0.8098,-1.074,0.1455,2.2738,0.2696
8.815,0.6879,-0.8048,-1.0703,0.1587,2.2655,0.2696
8.8167,0.6909,-0.7999,-1.0657,0.1718,2.2568,0.2668
8.8183,0.695,-0.7952,-1.0601,0.1849,2.2476,0.2614
8.82,0.7001,-0.7906,-1.0535,0.1979,2.238,0.2536
8.8217,0.7061,-0.7862,-1.0458,0.2107,2.228,0.2435
8.8233,0.7127,-0.7821,-1.0372,0.2234,2.2176,0.2314
8.825,0.7199,-0.7784,-1.0276,0.2359,2.2066,0.2177
8.8267,0.7275,-0.7749,-1.0171,0.248,2.195,0.2026
8.8283,0.7354,-0.7718,-1.0058,0.2599,2.1828,0.1865
8.83,0.7432,-0.769,-0.9939,0.2713,2.1699,0.1696
8.8317,0.7509,-0.7666,-0.9814,0.2822,2.1563,0.1525
8.8333,0.7583,-0.7645,-0.9686,0.2926,2.1419,0.1353
8.835,0.7653,-0.7627,-0.9555,0.3023,2.1267,0.1185
8.8367,0.7716,-0.7613,-0.9424,0.3113,2.1107,0.1022
8.8383,0.7772,-0.7601,-0.9295,0.3195,2.0939,0.0867
8.84,0.7819,-0.7593,-0.9169,0.3268,2.0764,0.0723
8.8417,0.7858,-0.7587,-0.9048,0.3332,2.0582,0.059
8.8433,0.7887,-0.7584,-0.8934,0.3387,2.0396,0.047
8.845,0.7907,-0.7583,-0.8828,0.3431,2.0206,0.0364
8.8467,0.7917,-0.7583,-0.8731,0.3465,2.0014,0.0271
8.8483,0.7918,-0.7586,-0.8646,0.3488,1.9822,0.0192
8.85,0.7911,-0.7589,-0.8572,0.3501,1.9633,0.0127
8.8517,0.7895,-0.7594,-0.8511,0.3504,1.9448,0.0074
8.8533,0.7873,-0.7598,-0.8463,0.3497,1.927,0.0033
8.855,0.7846,-0.7603,-0.8429,0.348,1.9103,0.0002
8.8567,0.7813,-0.7608,-0.8408,0.3454,1.8947,-0.002
8.8583,0.7778,-0.7611,-0.84,0.342,1.8806,-0.0035
8.86,0.7742,-0.7613,-0.8405,0.3378,1.8681,-0.0043
8.8617,0.7705,-0.7613,-0.8423,0.3329,1.8576,-0.0046
8.8633,0.767,-0.7611,-0.8453,0.3274,1.849,-0.0046
8.865,0.7639,-0.7605,-0.8493,0.3212,1.8425,-0.0043
8.8667,0.7611,-0.7597,-0.8543,0.3146,1.8383,-0.0039
8.8683,0.7589,-0.7585,-0.8603,0.3075,1.8363,-0.0033
8.87,0.7574,-0.7569,-0.867,0.3,1.8366,-0.0028
8.8717,0.7566,-0.755,-0.8743,0.2922,1.8391,-0.0021
8.8733,0.7566,-0.7528,-0.8822,0.284,1.8437,-0.0015
8.875,0.7574,-0.7502,-0.8905,0.2755,1.8503,-0.0008
8.8767,0.7591,-0.7473,-0.8991,0.2668,1.8587,0.0001
8.8783,0.7617,-0.7441,-0.9078,0.2577,1.8687,0.0012
8.88,0.7651,-0.7408,-0.9166,0.2484,1.8801,0.0025
8.8817,0.7693,-0.7373,-0.9253,0.2388,1.8926,0.0043
8.8833,0.7742,-0.7338,-0.9338,0.2289,1.9059,0.0067
8.885,0.7798,-0.7304,-0.942,0.2187,1.9196,0.0098
8.8867,0.786,-0.7271,-0.9499,0.2082,1.9335,0.0138
8.8883,0.7927,-0.724,-0.9573,0.1973,1.9471,0.0188
8.89,0.7999,-0.7213,-0.9643,0.186,1.9601,0.025
8.8917,0.8076,-0.719,-0.9707,0.1744,1.9722,0.0325
8.8933,0.8155,-0.7173,-0.9765,0.1625,1.9831,0.0414
8.895,0.8236,-0.7161,-0.9818,0.1503,1.9925,0.0519
8.8967,0.8319,-0.7156,-0.9865,0.1379,2.0004,0.064
8.8983,0.8403,-0.7159,-0.9907,0.1253,2.0065,0.0778
8.9,0.8487,-0.7169,-0.9942,0.1127,2.0109,0.0932
8.9017,0.857,-0.7187,-0.9973,0.1001,2.0135,0.1103
8.9033,0.8652,-0.7212,-0.9998,0.0878,2.0145,0.1289
8.905,0.873,-0.7245,-1.0019,0.0758,2.0141,0.149
8.9067,0.8806,-0.7285,-1.0035,0.0644,2.0125,0.1704
8.9083,0.8877,-0.733,-1.0047,0.0536,2.01,0.1929
8.91,0.8942,-0.7382,-1.0055,0.0437,2.0071,0.2162
8.9117,0.9001,-0.7437,-1.0059,0.0348,2.0041,0.2401
8.9133,0.9053,-0.7496,-1.006,0.0271,2.0014,0.2642
8.915,0.9096,-0.7557,-1.0058,0.0206,1.9994,0.2882
8.9167,0.913,-0.7618,-1.0054,0.0155,1.9986,0.3116
8.9183,0.9154,-0.768,-1.0047,0.0118,1.9993,0.3342
8.92,0.9167,-0.7739,-1.0039,0.0094,2.0018,0.3555
8.9217,0.9167,-0.7795,-1.0029,0.0085,2.0063,0.3751
8.9233,0.9156,-0.7847,-1.0019,0.0088,2.0131,0.3926
8.925,0.9131,-0.7893,-1.0008,0.0104,2.0222,0.4077
8.9267,0.9094,-0.7934,-0.9998,0.013,2.0337,0.42
8.9283,0.9043,-0.7967,-0.9989,0.0166,2.0475,0.4292
8.93,0.8979,-0.7993,-0.9981,0.0208,2.0634,0.4351
8.9317,0.8903,-0.801,-0.9976,0.0257,2.0811,0.4376
8.9333,0.8815,-0.802,-0.9975,0.0309,2.1005,0.4366
8.935,0.8716,-0.8021,-0.9977,0.0363,2.1211,0.4319
8.9367,0.8608,-0.8014,-0.9984,0.0418,2.1424,0.4237
8.9383,0.8491,-0.7999,-0.9997,0.0471,2.164,0.4121
8.94,0.8368,-0.7976,-1.0017,0.0522,2.1854,0.3973
8.9417,0.824,-0.7947,-1.0043,0.0569,2.2061,0.3795
8.9433,0.8108,-0.7912,-1.0077,0.0611,2.2257,0.3591
8.945,0.7974,-0.7871,-1.0119,0.0648,2.2435,0.3364
8.9467,0.784,-0.7827,-1.0169,0.0681,2.2593,0.3119
8.9483,0.7708,-0.7779,-1.0226,0.0707,2.2726,0.286
