time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT
8.95,0.7579,-0.7729,-1.0291,0.0729,2.283,0.2592
8.9517,0.7455,-0.7677,-1.0363,0.0746,2.2903,0.2318
8.9533,0.7337,-0.7626,-1.0441,0.0758,2.2943,0.2044
8.955,0.7227,-0.7574,-1.0525,0.0767,2.2948,0.1772
8.9567,0.7125,-0.7524,-1.0613,0.0773,2.2917,0.1508
8.9583,0.7033,-0.7476,-1.0703,0.0777,2.285,0.1254
8.96,0.6951,-0.7431,-1.0796,0.0781,2.2747,0.1013
8.9617,0.688,-0.7387,-1.0889,0.0785,2.2609,0.0787
8.9633,0.682,-0.7347,-1.098,0.079,2.2438,0.058
8.965,0.6773,-0.7309,-1.107,0.0798,2.2234,0.0392
8.9667,0.6737,-0.7274,-1.1156,0.0809,2.2002,0.0225
8.9683,0.6713,-0.724,-1.1237,0.0824,2.1742,0.0079
8.97,0.6701,-0.7209,-1.1313,0.0844,2.146,-0.0044
8.9717,0.67,-0.7178,-1.1381,0.087,2.1158,-0.0145
8.9733,0.6709,-0.7148,-1.1442,0.0902,2.084,-0.0222
8.975,0.6728,-0.7118,-1.1494,0.094,2.051,-0.0276
8.9767,0.6756,-0.7087,-1.1536,0.0984,2.0173,-0.0307
8.9783,0.6793,-0.7055,-1.1569,0.1035,1.9832,-0.0315
8.98,0.6836,-0.7021,-1.1591,0.1091,1.9492,-0.03
8.9817,0.6886,-0.6985,-1.1604,0.1152,1.9157,-0.0263
8.9833,0.6942,-0.6947,-1.1606,0.1218,1.8831,-0.0204
8.985,0.7001,-0.6907,-1.1597,0.1288,1.8518,-0.0125
8.9867,0.7064,-0.6866,-1.1579,0.1361,1.8221,-0.0025
8.9883,0.713,-0.6823,-1.1551,0.1436,1.7943,0.0094
8.99,0.7197,-0.6779,-1.1515,0.1512,1.7688,0.023
8.9917,0.7265,-0.6735,-1.147,0.1589,1.7457,0.0382
8.9933,0.7333,-0.6692,-1.1418,0.1667,1.7254,0.0548
8.995,0.74,-0.6651,-1.136,0.1743,1.7079,0.0726
8.9967,0.7466,-0.6613,-1.1297,0.1819,1.6934,0.0912
8.9983,0.753,-0.6578,-1.1231,0.1893,1.6821,0.1106
9,0.7592,-0.6548,-1.1161,0.1965,1.674,0.1303
9.0017,0.7651,-0.6523,-1.1091,0.2036,1.6692,0.15
9.0033,0.7706,-0.6505,-1.1021,0.2104,1.6678,0.1695
9.005,0.7758,-0.6492,-1.0951,0.2169,1.6697,0.1883
9.0067,0.7806,-0.6487,-1.0885,0.2233,1.675,0.2062
9.0083,0.785,-0.6489,-1.0821,0.2294,1.6836,0.2227
9.01,0.7889,-0.6499,-1.0761,0.2352,1.6954,0.2378
9.0117,0.7924,-0.6515,-1.0706,0.2408,1.7103,0.2509
9.0133,0.7955,-0.6539,-1.0657,0.2462,1.7281,0.262
9.015,0.7982,-0.657,-1.0613,0.2512,1.7485,0.2709
9.0167,0.8004,-0.6607,-1.0575,0.2561,1.7714,0.2773
9.0183,0.8022,-0.6649,-1.0543,0.2606,1.7965,0.2812
9.02,0.8036,-0.6697,-1.0517,0.2648,1.8232,0.2826
9.0217,0.8048,-0.6748,-1.0497,0.2687,1.8513,0.2815
9.0233,0.8056,-0.6803,-1.0483,0.2722,1.8804,0.2778
9.025,0.8062,-0.6859,-1.0474,0.2753,1.9099,0.2719
9.0267,0.8066,-0.6917,-1.0471,0.2779,1.9393,0.2637
9.0283,0.8068,-0.6975,-1.0472,0.28,1.9683,0.2535
9.03,0.807,-0.7032,-1.0478,0.2816,1.9963,0.2416
9.0317,0.8071,-0.7087,-1.0487,0.2825,2.0229,0.2283
9.0333,0.8073,-0.7139,-1.05,0.2827,2.0475,0.2137
9.035,0.8075,-0.7188,-1.0516,0.2823,2.0699,0.1984
9.0367,0.8079,-0.7232,-1.0535,0.281,2.0895,0.1825
9.0383,0.8083,-0.7273,-1.0556,0.2789,2.1062,0.1665
9.04,0.8089,-0.7308,-1.058,0.276,2.1196,0.1507
9.0417,0.8097,-0.7338,-1.0605,0.2722,2.1296,0.1354
9.0433,0.8107,-0.7364,-1.0633,0.2675,2.1361,0.1209
9.045,0.8118,-0.7384,-1.0662,0.2619,2.1391,0.1076
9.0467,0.8131,-0.7399,-1.0694,0.2553,2.1387,0.0956
9.0483,0.8146,-0.741,-1.0727,0.2479,2.1349,0.0853
9.05,0.8161,-0.7417,-1.0763,0.2396,2.1281,0.0767
9.0517,0.8178,-0.742,-1.0801,0.2305,2.1184,0.07
9.0533,0.8196,-0.742,-1.0842,0.2206,2.1062,0.0654
9.055,0.8215,-0.7416,-1.0886,0.21,2.0918,0.0628
9.0567,0.8234,-0.7411,-1.0934,0.1988,2.0756,0.0623
9.0583,0.8254,-0.7403,-1.0985,0.1872,2.0577,0.0638
9.06,0.8274,-0.7394,-1.104,0.1752,2.0387,0.0673
9.0617,0.8295,-0.7384,-1.11,0.163,2.0189,0.0726
9.0633,0.8315,-0.7373,-1.1164,0.1507,1.9985,0.0796
9.065,0.8335,-0.7361,-1.1232,0.1385,1.9779,0.0881
9.0667,0.8354,-0.735,-1.1304,0.1266,1.9573,0.0979
9.0683,0.8373,-0.7338,-1.1379,0.1151,1.937,0.1088
9.07,0.839,-0.7327,-1.1458,0.1042,1.9173,0.1205
9.0717,0.8406,-0.7316,-1.1539,0.094,1.8983,0.1328
9.0733,0.8419,-0.7307,-1.1621,0.0847,1.8803,0.1454
9.075,0.8429,-0.7297,-1.1703,0.0764,1.8634,0.1582
9.0767,0.8436,-0.7289,-1.1784,0.0693,1.8479,0.1708
9.0783,0.8439,-0.7282,-1.1862,0.0633,1.8339,0.1832
9.08,0.8437,-0.7276,-1.1935,0.0586,1.8214,0.195
9.0817,0.8432,-0.7271,-1.2003,0.0552,1.8108,0.2063
9.0833,0.8421,-0.7267,-1.2062,0.053,1.8019,0.2167
9.085,0.8406,-0.7265,-1.2112,0.0522,1.795,0.2264
9.0867,0.8387,-0.7264,-1.2152,0.0525,1.79,0.2351
9.0883,0.8364,-0.7263,-1.2179,0.054,1.7869,0.2429
9.09,0.8338,-0.7264,-1.2194,0.0565,1.7856,0.2498
9.0917,0.8309,-0.7266,-1.2195,0.06,1.7861,0.2557
9.0933,0.8278,-0.7268,-1.2181,0.0643,1.7882,0.2609
9.095,0.8246,-0.7271,-1.2154,0.0692,1.7917,0.2653
9.0967,0.8215,-0.7275,-1.2114,0.0747,1.7965,0.269
9.0983,0.8184,-0.7279,-1.206,0.0806,1.8022,0.2722
9.1,0.8155,-0.7283,-1.1995,0.0868,1.8087,0.275
9.1017,0.8129,-0.7288,-1.192,0.093,1.8155,0.2774
9.1033,0.8107,-0.7293,-1.1836,0.0993,1.8226,0.2797
9.105,0.8088,-0.7299,-1.1746,0.1054,1.8295,0.2818
9.1067,0.8073,-0.7305,-1.1652,0.1112,1.8359,0.284
9.1083,0.8063,-0.7312,-1.1555,0.1168,1.8417,0.2863
9.11,0.8058,-0.732,-1.1459,0.1219,1.8466,0.2888
9.1117,0.8058,-0.7329,-1.1365,0.1265,1.8504,0.2917
9.1133,0.8061,-0.734,-1.1275,0.1306,1.8528,0.2949
9.115,0.807,-0.7353,-1.1191,0.1341,1.8539,0.2986
9.1167,0.8082,-0.7367,-1.1115,0.137,1.8534,0.3029
9.1183,0.8097,-0.7384,-1.1048,0.1392,1.8514,0.3077
9.12,0.8115,-0.7403,-1.0992,0.1408,1.848,0.3133
9.1217,0.8136,-0.7425,-1.0948,0.1418,1.8431,0.3196
9.1233,0.8159,-0.7449,-1.0915,0.1421,1.8369,0.3266
9.125,0.8183,-0.7475,-1.0894,0.1418,1.8297,0.3345
9.1267,0.8208,-0.7503,-1.0886,0.1409,1.8217,0.3431
9.1283,0.8233,-0.7532,-1.0889,0.1394,1.8132,0.3525
9.13,0.8258,-0.7563,-1.0902,0.1374,1.8045,0.3627
9.1317,0.8282,-0.7595,-1.0926,0.1349,1.7959,0.3735
9.1333,0.8305,-0.7626,-1.0958,0.1318,1.7879,0.3849
9.135,0.8327,-0.7658,-1.0997,0.1283,1.7809,0.3966
9.1367,0.8348,-0.7688,-1.1041,0.1244,1.7751,0.4086
9.1383,0.8367,-0.7716,-1.1089,0.1201,1.7712,0.4204
9.14,0.8385,-0.7743,-1.1137,0.1155,1.7692,0.432
9.1417,0.8402,-0.7766,-1.1186,0.1106,1.7696,0.4431
9.1433,0.8418,-0.7787,-1.1232,0.1054,1.7727,0.4532
9.145,0.8433,-0.7804,-1.1273,0.1001,1.7785,0.4623
9.1467,0.8449,-0.7818,-1.1309,0.0947,1.7873,0.4699
9.1483,0.8464,-0.7828,-1.1338,0.0893,1.7991,0.4758
9.15,0.8481,-0.7834,-1.1358,0.0839,1.8138,0.4798
9.1517,0.85,-0.7837,-1.137,0.0787,1.8314,0.4817
9.1533,0.852,-0.7837,-1.1373,0.0737,1.8518,0.4813
9.155,0.8543,-0.7835,-1.1367,0.069,1.8746,0.4786
9.1567,0.8569,-0.783,-1.1353,0.0647,1.8996,0.4734
9.1583,0.8598,-0.7825,-1.1333,0.0609,1.9265,0.4659
9.16,0.863,-0.7818,-1.1307,0.0577,1.9549,0.4561
9.1617,0.8666,-0.7812,-1.1277,0.0551,1.9845,0.444
9.1633,0.8704,-0.7806,-1.1246,0.0532,2.0147,0.43
9.165,0.8746,-0.7802,-1.1215,0.0521,2.0451,0.4141
9.1667,0.879,-0.7801,-1.1188,0.0519,2.0754,0.3968
9.1683,0.8836,-0.7803,-1.1165,0.0525,2.1051,0.3782
9.17,0.8884,-0.7808,-1.115,0.0541,2.1338,0.3587
9.1717,0.8931,-0.7817,-1.1143,0.0566,2.1611,0.3387
9.1733,0.8979,-0.7831,-1.1147,0.0601,2.1866,0.3185
9.175,0.9026,-0.785,-1.1163,0.0645,2.2102,0.2985
9.1767,0.907,-0.7873,-1.1191,0.0698,2.2314,0.2789
9.1783,0.9112,-0.7902,-1.1232,0.076,2.2502,0.2602
9.18,0.915,-0.7935,-1.1286,0.083,2.2664,0.2425
9.1817,0.9184,-0.7971,-1.1351,0.0906,2.2798,0.2262
9.1833,0.9213,-0.8012,-1.1428,0.0989,2.2906,0.2114
9.185,0.9236,-0.8055,-1.1514,0.1076,2.2986,0.1983
9.1867,0.9252,-0.81,-1.1607,0.1167,2.3041,0.187
9.1883,0.9262,-0.8145,-1.1705,0.1261,2.307,0.1775
9.19,0.9265,-0.819,-1.1807,0.1355,2.3076,0.1698
9.1917,0.9262,-0.8233,-1.1908,0.1449,2.3061,0.164
9.1933,0.9251,-0.8274,-1.2007,0.1541,2.3026,0.1598
9.195,0.9233,-0.831,-1.2101,0.1629,2.2974,0.1573
9.1967,0.921,-0.8342,-1.2187,0.1712,2.2908,0.1563
9.1983,0.918,-0.8367,-1.2263,0.1789,2.283,0.1566
9.2,0.9145,-0.8386,-1.2326,0.1857,2.2741,0.1581
9.2017,0.9105,-0.8397,-1.2376,0.1917,2.2644,0.1605
9.2033,0.9061,-0.84,-1.241,0.1965,2.2541,0.1638
9.205,0.9015,-0.8395,-1.2426,0.2003,2.2433,0.1676
9.2067,0.8966,-0.8381,-1.2426,0.2027,2.2321,0.1718
9.2083,0.8915,-0.8359,-1.2406,0.2039,2.2206,0.1762
9.21,0.8864,-0.8329,-1.2369,0.2036,2.2089,0.1807
9.2117,0.8812,-0.8291,-1.2313,0.202,2.1968,0.1852
9.2133,0.8762,-0.8246,-1.2239,0.1989,2.1846,0.1894
9.215,0.8712,-0.8195,-1.2149,0.1944,2.1721,0.1933
9.2167,0.8664,-0.8137,-1.2043,0.1885,2.1593,0.1969
9.2183,0.8619,-0.8075,-1.1923,0.1811,2.1462,0.2
9.22,0.8577,-0.8008,-1.1791,0.1725,2.1328,0.2026
9.2217,0.8537,-0.7938,-1.1648,0.1626,2.1191,0.2046
9.2233,0.8502,-0.7865,-1.1498,0.1515,2.1052,0.2061
9.225,0.847,-0.779,-1.1342,0.1393,2.0911,0.2071
9.2267,0.8442,-0.7715,-1.1182,0.1262,2.0771,0.2076
9.2283,0.8418,-0.7639,-1.1023,0.1123,2.0631,0.2076
9.23,0.8398,-0.7564,-1.0866,0.0978,2.0494,0.2072
9.2317,0.8383,-0.7489,-1.0714,0.0827,2.0362,0.2065
9.2333,0.8372,-0.7416,-1.0571,0.0673,2.0237,0.2054
9.235,0.8365,-0.7345,-1.0438,0.0518,2.012,0.2042
9.2367,0.8361,-0.7275,-1.0318,0.0363,2.0015,0.2029
9.2383,0.836,-0.7208,-1.0214,0.0211,1.9924,0.2016
9.24,0.8362,-0.7144,-1.0127,0.0062,1.9848,0.2004
9.2417,0.8366,-0.7082,-1.0059,-0.008,1.979,0.1993
9.2433,0.8371,-0.7022,-1.0012,-0.0214,1.9751,0.1984
9.245,0.8377,-0.6965,-0.9986,-0.0339,1.9732,0.1977
9.2467,0.8382,-0.6911,-0.9983,-0.0453,1.9735,0.1973
9.2483,0.8385,-0.686,-1.0003,-0.0555,1.9759,0.1972
9.25,0.8387,-0.6812,-1.0046,-0.0643,1.9806,0.1972
9.2517,0.8386,-0.6767,-1.0111,-0.0716,1.9874,0.1974
9.2533,0.8382,-0.6725,-1.0199,-0.0774,1.9963,0.1977
9.255,0.8374,-0.6686,-1.0307,-0.0816,2.0072,0.1979
9.2567,0.8362,-0.6652,-1.0436,-0.0842,2.0199,0.198
9.2583,0.8347,-0.6622,-1.0582,-0.0851,2.0342,0.1978
9.26,0.8328,-0.6597,-1.0746,-0.0844,2.0499,0.1972
9.2617,0.8306,-0.6578,-1.0923,-0.082,2.0667,0.196
9.2633,0.8281,-0.6564,-1.1113,-0.0781,2.0843,0.1941
9.265,0.8255,-0.6557,-1.1312,-0.0726,2.1025,0.1914
9.2667,0.8228,-0.6557,-1.1517,-0.0656,2.1208,0.1878
9.2683,0.8202,-0.6564,-1.1726,-0.0572,2.1391,0.1832
9.27,0.8178,-0.6579,-1.1937,-0.0475,2.1571,0.1777
9.2717,0.8156,-0.6603,-1.2145,-0.0365,2.1743,0.1711
9.2733,0.814,-0.6635,-1.2347,-0.0245,2.1905,0.1637
9.275,0.8129,-0.6676,-1.2542,-0.0114,2.2055,0.1554
9.2767,0.8126,-0.6726,-1.2726,0.0025,2.2191,0.1463
9.2783,0.8132,-0.6784,-1.2896,0.0172,2.2311,0.1365
9.28,0.8147,-0.685,-1.3051,0.0326,2.2414,0.1263
9.2817,0.8172,-0.6923,-1.3187,0.0485,2.2498,0.1157
9.2833,0.8209,-0.7003,-1.3304,0.0647,2.2563,0.105
9.285,0.8258,-0.7089,-1.34,0.0811,2.2608,0.0942
9.2867,0.8318,-0.718,-1.3473,0.0976,2.2635,0.0835
9.2883,0.8389,-0.7274,-1.3525,0.1139,2.2642,0.0732
9.29,0.8471,-0.7369,-1.3554,0.13,2.2632,0.0633
9.2917,0.8562,-0.7466,-1.3562,0.1457,2.2604,0.0539
9.2933,0.8661,-0.756,-1.3549,0.1608,2.2561,0.0453
9.295,0.8767,-0.7653,-1.3516,0.1751,2.2505,0.0375
9.2967,0.8877,-0.774,-1.3466,0.1886,2.2436,0.0306
9.2983,0.8989,-0.7822,-1.3401,0.2009,2.2357,0.0246
9.3,0.91,-0.7896,-1.3322,0.2121,2.2272,0.0195
9.3017,0.9209,-0.796,-1.3233,0.222,2.2181,0.0155
9.3033,0.9312,-0.8014,-1.3137,0.2304,2.2088,0.0124
9.305,0.9408,-0.8056,-1.3035,0.2374,2.1996,0.0103
9.3067,0.9492,-0.8086,-1.2931,0.2427,2.1907,0.009
9.3083,0.9564,-0.8102,-1.2827,0.2465,2.1823,0.0086
9.31,0.9621,-0.8105,-1.2726,0.2486,2.1748,0.0088
9.3117,0.9662,-0.8094,-1.2631,0.249,2.1682,0.0096
9.3133,0.9684,-0.8069,-1.2542,0.2478,2.1628,0.0109
9.315,0.9686,-0.8031,-1.2462,0.2449,2.1587,0.0126
9.3167,0.9669,-0.798,-1.2392,0.2405,2.156,0.0144
9.3183,0.963,-0.7919,-1.2334,0.2345,2.1546,0.0163
9.32,0.9571,-0.7848,-1.2288,0.2271,2.1546,0.0182
9.3217,0.9492,-0.7769,-1.2255,0.2185,2.1559,0.0199
9.3233,0.9393,-0.7683,-1.2235,0.2086,2.1584,0.0214
9.325,0.9275,-0.7593,-1.2229,0.1977,2.1618,0.0226
9.3267,0.9139,-0.75,-1.2235,0.186,2.166,0.0234
9.3283,0.8988,-0.7407,-1.2254,0.1736,2.1707,0.0237
9.33,0.8822,-0.7316,-1.2286,0.1606,2.1756,0.0236
9.3317,0.8645,-0.7227,-1.2329,0.1473,2.1804,0.023
9.3333,0.8457,-0.7144,-1.2382,0.1339,2.1848,0.0219
9.335,0.8261,-0.7067,-1.2446,0.1206,2.1884,0.0203
9.3367,0.8059,-0.6999,-1.2519,0.1074,2.191,0.0183
9.3383,0.7854,-0.694,-1.2599,0.0947,2.1923,0.0158
9.34,0.7649,-0.689,-1.2686,0.0825,2.1921,0.0128
9.3417,0.7445,-0.6852,-1.2778,0.0709,2.1902,0.0094
9.3433,0.7246,-0.6825,-1.2874,0.0602,2.1865,0.0057
9.345,0.7053,-0.6809,-1.2974,0.0504,2.181,0.0017
9.3467,0.687,-0.6805,-1.3074,0.0416,2.1737,-0.0025
9.3483,0.6698,-0.6813,-1.3175,0.0337,2.1646,-0.0069
9.35,0.6539,-0.6831,-1.3275,0.027,2.154,-0.0113
9.3517,0.6396,-0.6859,-1.3372,0.0213,2.1419,-0.0157
9.3533,0.6268,-0.6897,-1.3466,0.0166,2.1286,-0.0199
9.355,0.6159,-0.6943,-1.3556,0.013,2.1144,-0.0239
9.3567,0.6068,-0.6996,-1.3639,0.0103,2.0995,-0.0275
9.3583,0.5995,-0.7056,-1.3716,0.0086,2.0841,-0.0305
9.36,0.5942,-0.712,-1.3786,0.0077,2.0685,-0.033
9.3617,0.5907,-0.7188,-1.3847,0.0075,2.053,-0.0347
9.3633,0.5891,-0.7259,-1.3898,0.0081,2.0379,-0.0356
9.365,0.5891,-0.733,-1.3941,0.0093,2.0232,-0.0357
9.3667,0.5908,-0.74,-1.3973,0.011,2.0092,-0.0347
9.3683,0.5939,-0.7468,-1.3994,0.0133,1.996,-0.0328
9.37,0.5983,-0.7533,-1.4005,0.016,1.9838,-0.0298
9.3717,0.6038,-0.7593,-1.4005,0.0191,1.9725,-0.0259
9.3733,0.6102,-0.7647,-1.3995,0.0225,1.9623,-0.0209
9.375,0.6173,-0.7694,-1.3973,0.0263,1.9532,-0.0149
9.3767,0.625,-0.7733,-1.3942,0.0304,1.9451,-0.008
9.3783,0.633,-0.7764,-1.3901,0.0347,1.9381,-0.0002
9.38,0.6412,-0.7785,-1.385,0.0392,1.9321,0.0084
9.3817,0.6494,-0.7796,-1.3792,0.0439,1.9272,0.0177
9.3833,0.6574,-0.7798,-1.3725,0.0489,1.9233,0.0276
9.385,0.6653,-0.7789,-1.3653,0.0539,1.9204,0.0382
9.3867,0.6728,-0.7771,-1.3574,0.0592,1.9185,0.0491
9.3883,0.6798,-0.7744,-1.3491,0.0646,1.9177,0.0605
9.39,0.6863,-0.7708,-1.3404,0.0701,1.9178,0.0722
9.3917,0.6923,-0.7664,-1.3315,0.0757,1.919,0.0841
9.3933,0.6976,-0.7613,-1.3224,0.0814,1.9213,0.0961
9.395,0.7023,-0.7557,-1.3133,0.0872,1.9247,0.1082
9.3967,0.7064,-0.7496,-1.3042,0.0931,1.9293,0.1204
9.3983,0.7097,-0.7431,-1.2952,0.099,1.935,0.1325
9.4,0.7124,-0.7366,-1.2865,0.1051,1.9419,0.1445
9.4017,0.7143,-0.7299,-1.278,0.1111,1.9501,0.1564
9.4033,0.7155,-0.7234,-1.2698,0.1172,1.9594,0.1682
9.405,0.7159,-0.7171,-1.262,0.1234,1.9698,0.1798
9.4067,0.7156,-0.7112,-1.2547,0.1295,1.9814,0.1911
9.4083,0.7147,-0.7057,-1.2478,0.1356,1.9939,0.2022
9.41,0.7129,-0.7007,-1.2414,0.1416,2.0071,0.2129
9.4117,0.7105,-0.6963,-1.2356,0.1474,2.0211,0.2233
9.4133,0.7074,-0.6925,-1.2303,0.1531,2.0354,0.2333
9.415,0.7036,-0.6894,-1.2255,0.1586,2.05,0.2427
9.4167,0.6992,-0.6869,-1.2214,0.1637,2.0645,0.2516
9.4183,0.6942,-0.6851,-1.2178,0.1685,2.0788,0.2599
9.42,0.6886,-0.6838,-1.2148,0.1729,2.0925,0.2674
9.4217,0.6826,-0.683,-1.2123,0.1768,2.1054,0.2741
9.4233,0.6762,-0.6827,-1.2104,0.1802,2.1174,0.2799
9.425,0.6694,-0.6827,-1.209,0.1829,2.1281,0.2848
9.4267,0.6624,-0.683,-1.2081,0.1851,2.1373,0.2886
9.4283,0.6553,-0.6835,-1.2077,0.1865,2.1449,0.2913
9.43,0.6481,-0.6841,-1.2076,0.1873,2.1508,0.2929
9.4317,0.6411,-0.6847,-1.2078,0.1873,2.1548,0.2933
9.4333,0.6342,-0.6853,-1.2084,0.1866,2.1569,0.2925
9.435,0.6278,-0.6857,-1.2091,0.1853,2.1571,0.2905
9.4367,0.6218,-0.6859,-1.2101,0.1833,2.1553,0.2872
9.4383,0.6164,-0.6859,-1.2112,0.1806,2.1517,0.2828
9.44,0.6118,-0.6857,-1.2123,0.1775,2.1463,0.2773
9.4417,0.608,-0.6851,-1.2136,0.1738,2.1395,0.2707
9.4433,0.6052,-0.6843,-1.215,0.1697,2.1313,0.2631
9.445,0.6035,-0.6831,-1.2164,0.1652,2.122,0.2546
9.4467,0.6029,-0.6818,-1.218,0.1604,2.1119,0.2453
9.4483,0.6036,-0.6802,-1.2197,0.1555,2.1012,0.2354
9.45,0.6056,-0.6785,-1.2217,0.1503,2.0903,0.2248
9.4517,0.609,-0.6766,-1.2238,0.1451,2.0793,0.2137
9.4533,0.6137,-0.6748,-1.2263,0.1398,2.0687,0.2022
9.455,0.6199,-0.673,-1.2291,0.1345,2.0586,0.1904
9.4567,0.6273,-0.6714,-1.2322,0.1293,2.0492,0.1784
9.4583,0.6361,-0.6699,-1.2358,0.1241,2.0406,0.1664
9.46,0.6462,-0.6688,-1.2397,0.1191,2.033,0.1543
9.4617,0.6574,-0.668,-1.2441,0.1141,2.0265,0.1422
9.4633,0.6698,-0.6677,-1.2489,0.1094,2.0211,0.1303
9.465,0.6831,-0.6678,-1.254,0.1048,2.0168,0.1185
9.4667,0.6972,-0.6684,-1.2596,0.1004,2.0134,0.107
9.4683,0.712,-0.6695,-1.2654,0.0962,2.011,0.0958
9.47,0.7273,-0.6712,-1.2715,0.0922,2.0094,0.085
9.4717,0.7428,-0.6734,-1.2777,0.0883,2.0085,0.0745
9.4733,0.7586,-0.6761,-1.2841,0.0847,2.0082,0.0644
9.475,0.7742,-0.6792,-1.2906,0.0812,2.0083,0.0547
9.4767,0.7895,-0.6828,-1.2971,0.0779,2.0088,0.0455
9.4783,0.8044,-0.6867,-1.3035,0.0748,2.0095,0.0368
9.48,0.8185,-0.6909,-1.3098,0.0718,2.0103,0.0286
9.4817,0.8319,-0.6953,-1.3159,0.069,2.0113,0.021
9.4833,0.8442,-0.6999,-1.3218,0.0663,2.0123,0.014
9.485,0.8553,-0.7045,-1.3274,0.0637,2.0133,0.0075
9.4867,0.8652,-0.7091,-1.3326,0.0612,2.0143,0.0017
9.4883,0.8736,-0.7135,-1.3375,0.0588,2.0154,-0.0035
9.49,0.8806,-0.7177,-1.3421,0.0564,2.0166,-0.0081
9.4917,0.8861,-0.7216,-1.3462,0.0542,2.0179,-0.012
9.4933,0.8901,-0.7251,-1.35,0.052,2.0194,-0.0153
9.495,0.8925,-0.728,-1.3535,0.0498,2.021,-0.0181
9.4967,0.8936,-0.7304,-1.3566,0.0475,2.023,-0.0203
9.4983,0.8933,-0.7321,-1.3595,0.0453,2.0252,-0.022
9.5,0.8917,-0.7331,-1.3621,0.0429,2.0279,-0.0233
9.5017,0.8891,-0.7332,-1.3646,0.0404,2.031,-0.0243
9.5033,0.8855,-0.7324,-1.3669,0.0377,2.0346,-0.0249
9.505,0.8811,-0.7307,-1.3691,0.0347,2.0387,-0.0253
9.5067,0.8762,-0.728,-1.3712,0.0315,2.0434,-0.0255
9.5083,0.8709,-0.7242,-1.3732,0.0279,2.0488,-0.0256
9.51,0.8654,-0.7194,-1.3751,0.0239,2.0547,-0.0254
9.5117,0.8598,-0.7136,-1.3768,0.0195,2.0613,-0.0251
9.5133,0.8545,-0.7068,-1.3784,0.0147,2.0684,-0.0246
9.515,0.8494,-0.6989,-1.3797,0.0095,2.0761,-0.0239
9.5167,0.8449,-0.6901,-1.3805,0.0038,2.0843,-0.023
9.5183,0.8408,-0.6805,-1.3809,-0.0022,2.0928,-0.0216
9.52,0.8374,-0.67,-1.3806,-0.0086,2.1017,-0.0199
9.5217,0.8347,-0.659,-1.3796,-0.0152,2.1106,-0.0175
9.5233,0.8327,-0.6474,-1.3776,-0.0219,2.1196,-0.0146
9.525,0.8315,-0.6354,-1.3746,-0.0288,2.1284,-0.0108
9.5267,0.8308,-0.6232,-1.3705,-0.0355,2.1368,-0.0062
9.5283,0.8308,-0.611,-1.3651,-0.0421,2.1447,-0.0006
9.53,0.8314,-0.599,-1.3583,-0.0484,2.1518,0.0061
9.5317,0.8323,-0.5874,-1.3503,-0.0542,2.158,0.014
9.5333,0.8336,-0.5763,-1.3408,-0.0594,2.1632,0.023
9.535,0.835,-0.566,-1.3299,-0.064,2.1671,0.0332
9.5367,0.8365,-0.5566,-1.3177,-0.0677,2.1696,0.0447
9.5383,0.8381,-0.5484,-1.3043,-0.0706,2.1705,0.0573
9.54,0.8394,-0.5414,-1.2896,-0.0726,2.1697,0.0709
9.5417,0.8406,-0.5359,-1.274,-0.0735,2.1672,0.0856
9.5433,0.8414,-0.5319,-1.2575,-0.0734,2.1627,0.101
9.545,0.8419,-0.5296,-1.2404,-0.0723,2.1563,0.117
9.5467,0.8421,-0.5288,-1.2228,-0.0703,2.148,0.1333
9.5483,0.8419,-0.5298,-1.2051,-0.0672,2.1378,0.1498
9.55,0.8413,-0.5325,-1.1874,-0.0633,2.1257,0.1661
9.5517,0.8404,-0.5367,-1.1701,-0.0585,2.1118,0.1819
9.5533,0.8392,-0.5424,-1.1534,-0.053,2.0962,0.1969
9.555,0.8379,-0.5495,-1.1376,-0.0468,2.0792,0.2109
9.5567,0.8364,-0.5577,-1.123,-0.0402,2.0608,0.2234
9.5583,0.8348,-0.5669,-1.1097,-0.0331,2.0412,0.2344
9.56,0.8334,-0.577,-1.0981,-0.0258,2.0207,0.2435
9.5617,0.832,-0.5875,-1.0883,-0.0182,1.9994,0.2505
9.5633,0.8309,-0.5983,-1.0805,-0.0107,1.9775,0.2553
9.565,0.83,-0.6092,-1.0748,-0.0032,1.9552,0.2578
9.5667,0.8295,-0.6198,-1.0712,0.0041,1.9326,0.2579
9.5683,0.8294,-0.63,-1.0698,0.0112,1.91,0.2557
9.57,0.8296,-0.6394,-1.0706,0.0179,1.8874,0.2512
9.5717,0.8302,-0.648,-1.0734,0.0242,1.8651,0.2445
9.5733,0.8312,-0.6555,-1.0782,0.03,1.8431,0.2358
9.575,0.8325,-0.6618,-1.0847,0.0353,1.8216,0.2254
9.5767,0.8341,-0.6668,-1.0929,0.0402,1.8008,0.2134
9.5783,0.836,-0.6704,-1.1023,0.0445,1.7807,0.2002
9.58,0.8381,-0.6725,-1.1129,0.0485,1.7615,0.1862
9.5817,0.8403,-0.6733,-1.1242,0.052,1.7432,0.1717
9.5833,0.8426,-0.6726,-1.1361,0.0551,1.726,0.157
9.585,0.845,-0.6707,-1.1482,0.058,1.71,0.1424
9.5867,0.8473,-0.6676,-1.1603,0.0606,1.6952,0.1283
