time,Rfoot,Lfoot,Rshank,Lshank,Rthigh,Lthigh,trunk,hipx, 
2.1667,49.2051,180.0000,89.6707,180.0000,94.2125,94.0895,83.7862,-1.5299,
2.1750,49.2028,180.0000,89.8100,180.0000,94.0142,94.1088,83.7303,-1.5299,
2.1833,49.2004,180.0000,89.9775,180.0000,93.8159,94.1497,83.6799,-1.5299,
2.1917,49.1980,180.0000,90.1944,180.0000,93.6175,94.2116,83.6342,-1.5299,
2.2000,49.1954,180.0000,90.4809,180.0000,93.4186,94.2916,83.5927,-1.5299,
2.2083,49.1927,180.0000,90.8455,180.0000,93.2197,94.3848,83.5547,-1.5298,
2.2167,49.1900,180.0000,91.2693,180.0000,93.0239,94.4847,83.5202,-1.5297,
2.2250,49.1874,180.0000,91.7011,180.0000,92.8382,94.5846,83.4899,-1.5296,
2.2333,49.1850,180.0000,92.0760,180.0000,92.6721,94.6799,83.4649,-1.5294,
2.2417,49.1830,180.0000,92.3471,180.0000,92.5338,94.7674,83.4463,-1.5292,
2.2500,49.1813,180.0000,92.4971,180.0000,92.4289,94.8447,83.4350,-1.5289,
2.2583,49.1799,180.0000,92.5308,180.0000,92.3607,94.9087,83.4313,-1.5286,
2.2667,49.1787,180.0000,92.4660,180.0000,92.3308,94.9551,83.4351,-1.5282,
2.2750,49.1778,180.0000,92.3290,180.0000,92.3404,94.9765,83.4462,-1.5277,
2.2833,49.1772,180.0000,92.1498,180.0000,92.3916,94.9631,83.4644,-1.5272,
2.2917,49.1771,180.0000,91.9524,180.0000,92.4873,94.9098,83.4895,-1.5266,
2.3000,49.1775,180.0000,91.7442,180.0000,92.6327,94.8234,83.5216,-1.5260,
2.3083,49.1783,180.0000,91.5008,180.0000,92.8351,94.7184,83.5608,-1.5252,
2.3167,49.1792,180.0000,91.1547,180.0000,93.1055,94.6080,83.6071,-1.5244,
2.3250,49.1790,180.0000,90.6128,180.0000,93.4559,94.4995,83.6604,-1.5236,
2.3333,49.1764,180.0000,89.8048,180.0000,93.8919,94.3947,83.7210,-1.5226,
2.3417,49.1710,180.0000,88.7252,180.0000,94.4058,94.2924,83.7888,-1.5216,
2.3500,49.1634,180.0000,87.4364,180.0000,94.9764,94.1899,83.8641,-1.5206,
2.3583,49.1546,180.0000,86.0426,180.0000,95.5771,94.0838,83.9470,-1.5194,
2.3667,49.1458,180.0000,84.6543,180.0000,96.1861,93.9710,84.0377,-1.5182,
2.3750,49.1374,180.0000,83.3619,180.0000,96.7911,93.8489,84.1365,-1.5169,
2.3833,49.1295,180.0000,82.2254,180.0000,97.3867,93.7156,84.2437,-1.5155,
2.3917,49.1219,180.0000,81.2780,180.0000,97.9695,93.5704,84.3595,-1.5141,
2.4000,49.1143,180.0000,80.5326,180.0000,98.5362,93.4137,84.4837,-1.5125,
2.4083,49.1059,180.0000,79.9887,180.0000,99.0830,93.2471,84.6152,-1.5108,
2.4167,49.0959,180.0000,79.6374,180.0000,99.6065,93.0739,84.7516,-1.5091,
2.4250,49.0833,180.0000,79.4660,180.0000,100.1031,92.8985,84.8900,-1.5074,
